LINE,BLUE_GY,TESTER
11774,175.0953915,209
11775,160.8053915,209
11776,172.6603915,209
11777,170.4753915,209
11778,174.2453915,209
11779,168.1153915,209
11780,148.2103915,209
11781,180.7896085,209
11782,168.9503915,209
11783,179.8303915,209
11784,172.6153915,209
11785,152.8053915,209
11786,169.8453915,209
11787,183.2803915,209
11790,171.8103915,209
11791,179.4353915,209
11792,201.4403915,209
11793,185.6003915,209
11794,195.0803915,209
11795,138.7703915,209
11796,170.4903915,209
11797,158.4753915,209
11798,153.8653915,209
11799,179.9053915,209
11800,189.6203915,209
11801,166.2553915,209
11802,163.2903915,209
11803,153.1853915,209
11804,179.1653915,209
11805,176.4853915,209
11806,152.6753915,209
11807,214.1853915,209
11808,168.3703915,209
11809,184.8503915,209
11810,153.6753915,209
11811,187.1903915,209
11812,162.7003915,209
11813,165.4403915,209
11814,146.1766479,209
11815,172.2753915,209
11816,169.1153915,209
11817,189.3003915,209
11818,147.2403915,209
11819,167.8303915,209
11820,158.0703915,209
11821,155.8253915,209
11822,188.3953915,209
11823,162.8353915,209
11824,180.3253915,209
11825,151.4103915,209
11826,174.0853915,209
11827,181.6753915,209
11828,200.7803915,209
11829,173.8303915,209
11830,164.6703915,209
11831,163.5653915,209
11832,157.4403915,209
11833,149.0353915,209
11834,186.4253915,209
11835,169.0703915,209
11836,184.3753915,209
11837,200.0003915,209
11838,172.6803915,209
11839,155.9253915,209
11840,166.2603915,209
11841,169.6053915,209
11842,208.4053915,209
11843,167.0303915,209
11844,169.6153915,209
11845,148.0303915,209
11848,175.710466,209
11849,153.5703915,209
11850,187.5503915,209
11851,179.5453915,209
11852,179.110466,209
11853,168.8803915,209
11854,187.0703915,209
11855,185.8853915,209
11856,190.6203915,209
11857,168.3103915,209
11858,171.7303915,209
11859,183.0103915,209
11860,169.3203915,209
11861,177.7453915,209
11862,184.3403915,209
11863,204.6553915,209
11864,152.9203915,209
11865,131.4603915,209
11866,176.2103915,209
11867,162.7553915,209
11868,176.8353915,209
11869,158.3953915,209
11870,156.1253915,209
11871,140.4053915,209
11872,170.8003915,209
11873,178.9253915,209
11874,169.2603915,209
11875,179.4553915,209
11876,202.8853915,209
11877,179.5103915,209
11878,173.3253915,209
11879,179.6803915,209
11880,196.6553915,209
11881,172.0816479,209
11882,189.7753915,209
11883,169.5653915,209
11884,184.4153915,209
11885,192.6553915,209
11886,172.0103915,209
11887,187.1753915,209
11888,188.9903915,209
11889,166.7653915,209
11890,179.5803915,209
11891,191.1703915,209
11892,188.8403915,209
11893,184.1903915,209
11894,192.1553915,209
11895,175.6853915,209
11896,166.4853915,209
11897,176.7553915,209
11898,162.2853915,209
11899,195.9153915,209
11900,178.4553915,209
11901,177.8153915,209
11902,142.2216479,209
11903,168.6553915,209
11906,141.1853915,209
11907,169.6753915,209
11908,176.7353915,209
11909,149.8266479,209
11910,208.1253915,209
11911,159.9753915,209
11912,158.3703915,209
11913,193.1903915,209
11914,157.6653915,209
11915,171.7453915,209
11916,178.4303915,209
11917,179.0703915,209
11918,157.3153915,209
11919,180.9953915,209
11920,165.6503915,209
11921,172.2153915,209
11922,144.5803915,209
11923,186.5553915,209
11924,193.7153915,209
11925,197.5203915,209
11926,174.9203915,209
11927,178.6403915,209
11928,153.2153915,209
11929,205.190466,209
11930,176.2653915,209
11931,155.1453915,209
11932,167.5003915,209
11933,194.7803915,209
11934,178.2403915,209
11935,172.2653915,209
11936,173.2803915,209
11937,160.2153915,209
11938,149.8103915,209
11939,178.2753915,209
11940,178.7053915,209
11941,153.8653915,209
11942,165.3553915,209
11943,163.9003915,209
11944,162.1153915,209
11945,148.2003915,209
11946,173.7803915,209
11947,154.9203915,209
11948,165.9853915,209
11949,160.1116479,209
11950,172.1003915,209
11951,174.6003915,209
11952,148.9153915,209
11953,184.2553915,209
11954,201.170466,209
11955,170.0003915,209
11956,169.5003915,209
11957,163.3203915,209
11958,170.3653915,209
11959,144.6803915,209
11960,174.7953915,209
11961,195.4553915,209
11964,185.1953915,209
11965,178.3103915,209
11966,183.4503915,209
11967,180.7053915,209
11968,158.3603915,209
11969,200.1603915,209
11970,176.5003915,209
11971,188.5703915,209
11972,183.4303915,209
11973,146.7803915,209
11974,180.1603915,209
11975,176.6303915,209
11976,145.9303915,209
11977,179.6153915,209
11978,163.0253915,209
11979,173.3403915,209
11980,185.9253915,209
11981,174.7253915,209
11982,176.5503915,209
11983,165.5003915,209
11984,176.9003915,209
11985,153.7603915,209
11986,163.3103915,209
11987,188.6253915,209
11988,185.3753915,209
11989,166.6503915,209
11990,171.9103915,209
11991,194.2503915,209
11992,180.6703915,209
11993,179.4303915,209
11994,156.4753915,209
11995,175.7603915,209
11996,179.0703915,209
11997,182.1053915,209
11998,177.2703915,209
11999,191.4753915,209
12000,121.5903915,209
