En,NUM,ENTRY,REP,k,ER,PH,GY
2,5000,NEC343,2,NEC3432,0,0,.
2,5253,NEC343,3,NEC3433,0.44,16.75,.
2,4747,NEC344,1,NEC3441,0.78,21.8,.
2,4820,NEC344,2,NEC3442,0.78,22.6,.
2,5198,NEC344,3,NEC3443,0.67,28.4,.
2,4748,NEC345,1,NEC3451,0.67,17.8,.
2,5014,NEC345,2,NEC3452,0.67,15.8,.
2,5277,NEC345,3,NEC3453,0.33,15.5,.
2,4749,NEC346,1,NEC3461,0.56,15.8,.
2,4828,NEC346,2,NEC3462,0.44,19.75,.
2,5405,NEC346,3,NEC3463,0.11,13,.
2,4750,NEC347,1,NEC3471,0.78,21.1,.
2,4955,NEC347,2,NEC3472,1,19.8,.
2,5384,NEC347,3,NEC3473,0.67,21,.
2,4751,NEC353,1,NEC3531,0.56,13,.
2,4886,NEC353,2,NEC3532,0.44,13,.
2,5275,NEC353,3,NEC3533,0.89,15.6,.
2,4752,NEC354,1,NEC3541,0.78,21.7,.
2,4849,NEC354,2,NEC3542,0.89,21.6,.
2,5192,NEC354,3,NEC3543,0.33,24.33,.
2,4753,NEC355,1,NEC3551,1,26.4,.
2,4977,NEC355,2,NEC3552,0.89,18,.
2,5360,NEC355,3,NEC3553,0.78,26,.
2,4754,NEC356,1,NEC3561,0.89,25.6,.
2,4984,NEC356,2,NEC3562,0.89,26,.
2,5349,NEC356,3,NEC3563,0.67,19.2,.
2,4755,NEC357,1,NEC3571,0.11,30,.
2,5048,NEC357,2,NEC3572,0.44,25.5,.
2,5239,NEC357,3,NEC3573,0.67,30.4,.
2,4756,NEC358,1,NEC3581,0.89,24.6,.
2,5043,NEC358,2,NEC3582,0.89,29.2,.
2,5412,NEC358,3,NEC3583,0.89,24,.
2,4757,NEC359,1,NEC3591,1,17,.
2,4970,NEC359,2,NEC3592,1,16,.
2,5366,NEC359,3,NEC3593,0.78,17.6,.
2,4758,NEC363,1,NEC3631,0.89,18.7,.
2,5029,NEC363,2,NEC3632,0.78,18,.
2,5268,NEC363,3,NEC3633,0.78,19.8,.
2,4759,NEC364,1,NEC3641,0.89,20.6,.
2,5076,NEC364,2,NEC3642,1,31.2,.
2,5338,NEC364,3,NEC3643,0.67,22.2,.
2,4760,NEC365,1,NEC3651,0.78,24.8,.
2,4854,NEC365,2,NEC3652,1,28,.
2,5404,NEC365,3,NEC3653,0.67,29.6,.
2,4761,NEC366,1,NEC3661,0.56,21,.
2,4940,NEC366,2,NEC3662,0.89,24.2,.
2,5302,NEC366,3,NEC3663,0.78,27.8,.
2,4762,NEC367,1,NEC3671,0.89,26.6,.
2,4866,NEC367,2,NEC3672,1,24.6,.
2,5308,NEC367,3,NEC3673,0.78,27.2,.
2,4763,NEC368,1,NEC3681,0.44,17.75,.
2,4818,NEC368,2,NEC3682,0.56,17.4,.
2,5123,NEC368,3,NEC3683,0.56,14.2,.
2,4764,NEC369,1,NEC3691,0.78,23.78,.
2,5015,NEC369,2,NEC3692,0.44,17.75,.
2,5304,NEC369,3,NEC3693,0.56,22.4,.
2,4765,NEC370,1,NEC3701,0.78,19.4,.
2,4831,NEC370,2,NEC3702,0.89,16.88,.
2,5344,NEC370,3,NEC3703,0.78,17,.
2,4766,NEC371,1,NEC3711,0.56,27.6,.
2,5075,NEC371,2,NEC3712,0.44,20.67,.
2,5169,NEC371,3,NEC3713,0.56,20.8,.
2,4767,NEC372,1,NEC3721,0.56,28.4,.
2,4982,NEC372,2,NEC3722,0.67,20.8,.
2,4768,NEC373,1,NEC3731,0.89,24.7,.
2,5006,NEC373,2,NEC3732,1,23.6,.
2,5276,NEC373,3,NEC3733,0.78,20.8,.
2,4769,NEC374,1,NEC3741,0.89,19.2,.
2,4868,NEC374,2,NEC3742,0.67,21.3,.
2,5357,NEC374,3,NEC3743,0.78,18.2,.
2,4770,NEC376,1,NEC3761,0.78,16.8,.
2,5037,NEC376,2,NEC3762,0.67,16.4,.
2,5336,NEC376,3,NEC3763,0.33,18,.
2,4771,NEC377,1,NEC3771,0.67,20.4,.
2,4910,NEC377,2,NEC3772,0.67,28.2,.
2,5211,NEC377,3,NEC3773,0.56,28.6,.
2,4772,NEC378,1,NEC3781,0.78,17.8,.
2,4919,NEC378,2,NEC3782,0.67,25.6,.
2,5170,NEC378,3,NEC3783,0.56,18,.
2,4773,NEC379,1,NEC3791,0.44,19.25,.
2,4893,NEC379,2,NEC3792,0.78,22,.
2,5108,NEC379,3,NEC3793,0.67,24.2,.
2,4774,NEC380,1,NEC3801,0.67,19.6,.
2,4882,NEC380,2,NEC3802,0.78,25.7,.
2,5319,NEC380,3,NEC3803,0.67,25,.
2,4775,NEC381,1,NEC3811,0.56,18.6,.
2,5046,NEC381,2,NEC3812,0.44,19.25,.
2,5348,NEC381,3,NEC3813,0.44,27.75,.
2,4776,NEC382,1,NEC3821,1,17.6,.
2,4980,NEC382,2,NEC3822,0.67,24.8,.
2,5247,NEC382,3,NEC3823,0.89,20.4,.
2,4777,NEC383,1,NEC3831,1,19.2,.
2,4929,NEC383,2,NEC3832,1,22,.
2,5205,NEC383,3,NEC3833,0.78,29,.
2,4778,NEC384,1,NEC3841,1,12.2,.
2,5028,NEC384,2,NEC3842,1,19.2,.
2,5218,NEC384,3,NEC3843,0.56,19.2,.
2,4779,NEC385,1,NEC3851,1,24.4,.
2,4990,NEC385,2,NEC3852,0.78,28.4,.
2,5126,NEC385,3,NEC3853,1,30.6,.
2,4780,NEC386,1,NEC3861,0.89,12.6,.
2,5093,NEC386,2,NEC3862,0.44,21.5,.
2,5359,NEC386,3,NEC3863,0.56,16.6,.
2,4781,NEC387,1,NEC3871,0.56,21.4,.
2,5085,NEC387,2,NEC3872,0.33,24.33,.
2,5154,NEC387,3,NEC3873,0.78,16.4,.
2,4782,NEC388,1,NEC3881,1,20,.
2,5053,NEC388,2,NEC3882,0.89,33.8,.
2,5187,NEC388,3,NEC3883,0.67,30.2,.
2,4783,NEC389,1,NEC3891,0.78,27.2,.
2,4888,NEC389,2,NEC3892,0.67,18.8,.
2,5334,NEC389,3,NEC3893,0.67,24.4,.
2,4784,NEC390,1,NEC3901,0.56,24,.
2,5004,NEC390,2,NEC3902,0.56,21,.
2,5230,NEC390,3,NEC3903,0.44,19.75,.
2,4785,NEC391,1,NEC3911,0.78,23.4,.
2,4833,NEC391,2,NEC3912,0.67,18.18,.
2,5371,NEC391,3,NEC3913,0.67,17.6,.
2,4786,NEC392,1,NEC3921,0.44,14,.
2,4932,NEC392,2,NEC3922,0.67,11,.
2,5142,NEC392,3,NEC3923,0.22,18,.
2,4787,NEC393,1,NEC3931,1,16.8,.
2,4837,NEC393,2,NEC3932,1,24.4,.
2,5388,NEC393,3,NEC3933,0.56,19,.
3,3520,NEC002,1,NEC0021,1,11.92,.
3,3938,NEC002,2,NEC0022,0.89,14.6,.
3,4310,NEC002,3,NEC0023,0.78,11.2,.
3,3521,NEC003,1,NEC0031,0.33,8.83,.
3,3879,NEC003,2,NEC0032,0.67,14.9,.
3,4226,NEC003,3,NEC0033,1,14.4,.
3,3522,NEC004,1,NEC0041,0.78,10.9,.
3,4066,NEC004,2,NEC0042,0.67,11.3,.
3,4432,NEC004,3,NEC0043,0.89,9.86,.
3,3523,NEC005,1,NEC0051,0.44,9.38,.
3,4121,NEC005,2,NEC0052,0.67,10.1,.
3,4307,NEC005,3,NEC0053,0.56,9.75,.
3,3524,NEC006,1,NEC0061,0.89,8.58,.
3,4133,NEC006,2,NEC0062,0.78,12.3,.
3,4287,NEC006,3,NEC0063,0.56,5.6,.
3,3525,NEC008,1,NEC0081,0.67,12.04,.
3,3981,NEC008,2,NEC0082,0.44,17.38,.
3,4157,NEC008,3,NEC0083,0.44,9.5,.
3,3526,NEC009,1,NEC0091,0.78,9.7,.
3,4027,NEC009,2,NEC0092,1,12.5,.
3,4390,NEC009,3,NEC0093,1,11.8,.
3,3527,NEC010,1,NEC0101,0.56,11.8,.
3,3842,NEC010,2,NEC0102,0.44,13,.
3,4385,NEC010,3,NEC0103,0.56,11.9,.
3,3528,NEC011,1,NEC0111,0.67,6.6,.
3,3991,NEC011,2,NEC0112,0.78,11.8,.
3,4214,NEC011,3,NEC0113,1,12.2,.
3,3529,NEC013,1,NEC0131,0.89,8.7,.
3,3921,NEC013,2,NEC0132,1,11.4,.
3,4297,NEC013,3,NEC0133,1,11.4,.
3,3530,NEC015,1,NEC0151,1,13.4,.
3,4447,NEC015,3,NEC0153,0.22,6.8,.
3,3531,NEC016,1,NEC0161,0.67,12.5,.
3,4051,NEC016,2,NEC0162,0.78,11.9,.
3,4433,NEC016,3,NEC0163,0.78,16.62,.
3,3532,NEC017,1,NEC0171,0.56,9.1,.
3,4152,NEC017,2,NEC0172,0.56,10.4,.
3,4465,NEC017,3,NEC0173,0.56,10.5,.
3,3533,NEC019,1,NEC0191,0.44,9.63,.
3,4079,NEC019,2,NEC0192,0.67,13.7,.
3,4401,NEC019,3,NEC0193,0.78,13.5,.
3,3534,NEC020,1,NEC0201,0.44,7.63,.
3,3854,NEC020,2,NEC0202,0.44,7.25,.
3,4191,NEC020,3,NEC0203,0.67,7.63,.
3,3535,NEC021,1,NEC0211,0.22,9.25,.
3,3891,NEC021,2,NEC0212,0.78,9.9,.
3,4271,NEC021,3,NEC0213,0.78,15,.
3,3536,NEC022,1,NEC0221,0.89,15,.
3,3923,NEC022,2,NEC0222,0.89,18,.
3,4224,NEC022,3,NEC0223,1,12,.
3,3537,NEC023,1,NEC0231,0.44,8.75,.
3,4003,NEC023,2,NEC0232,0.44,8.13,.
3,4400,NEC023,3,NEC0233,0.89,10.4,.
3,3538,NEC024,1,NEC0241,0.44,9.88,.
3,3972,NEC024,2,NEC0242,0.67,12.6,.
3,4168,NEC024,3,NEC0243,0.89,13.7,.
3,3539,NEC025,1,NEC0251,0.44,8.25,.
3,4098,NEC025,2,NEC0252,0.78,12.9,.
3,4293,NEC025,3,NEC0253,0.67,12.1,.
3,3540,NEC026,1,NEC0261,0.78,10.3,.
3,4031,NEC026,2,NEC0262,0.89,13.6,.
3,4166,NEC026,3,NEC0263,0.89,12.9,.
3,3541,NEC027,1,NEC0271,0.78,11.6,.
3,4046,NEC027,2,NEC0272,0.67,12.3,.
3,4268,NEC027,3,NEC0273,0.78,12,.
3,3542,NEC028,1,NEC0281,0.56,8.3,.
3,4061,NEC028,2,NEC0282,1,12,.
3,4285,NEC028,3,NEC0283,0.67,7.5,.
3,3543,NEC030,1,NEC0301,0.78,15.3,.
3,4107,NEC030,2,NEC0302,1,13.74,.
3,4219,NEC030,3,NEC0303,1,12.3,.
3,3544,NEC031,1,NEC0311,0.78,8.44,.
3,4078,NEC031,2,NEC0312,0.89,15.2,.
3,4438,NEC031,3,NEC0313,1,12.08,.
3,3545,NEC032,1,NEC0321,0.78,9.4,.
3,3966,NEC032,2,NEC0322,0.78,6.7,.
3,4267,NEC032,3,NEC0323,0.89,14.3,.
3,3546,NEC034,1,NEC0341,0.56,6.4,.
3,4076,NEC034,2,NEC0342,0.67,8.3,.
3,4174,NEC034,3,NEC0343,0.89,12,.
3,3547,NEC037,1,NEC0371,0.67,8.1,.
3,3847,NEC037,2,NEC0372,0.56,12.5,.
3,4225,NEC037,3,NEC0373,0.56,10.2,.
3,3548,NEC039,1,NEC0391,0.22,5.5,.
3,3951,NEC039,2,NEC0392,0.33,11.17,.
3,4357,NEC039,3,NEC0393,0,0,.
3,3549,NEC040,1,NEC0401,0.44,9.63,.
3,3913,NEC040,2,NEC0402,0.56,13.8,.
3,4339,NEC040,3,NEC0403,0.78,13.9,.
3,3550,NEC042,1,NEC0421,0.56,4.7,.
3,4150,NEC042,2,NEC0422,1,11.2,.
3,4403,NEC042,3,NEC0423,0.78,13.6,.
3,3551,NEC043,1,NEC0431,0.33,10,.
3,4041,NEC043,2,NEC0432,0.78,10.6,.
3,4421,NEC043,3,NEC0433,0.33,14.77,.
3,3552,NEC045,1,NEC0451,0.67,14.8,.
3,4059,NEC045,2,NEC0452,0.78,14.4,.
3,4148,NEC045,2,NEC0452,0.89,15,.
3,4431,NEC045,3,NEC0453,0.78,12.46,.
3,3553,NEC046,1,NEC0461,0.22,9.5,.
3,3900,NEC046,2,NEC0462,0.78,11.6,.
3,4384,NEC046,3,NEC0463,0.22,7.75,.
3,3554,NEC048,1,NEC0481,0.78,8.4,.
3,4084,NEC048,2,NEC0482,0.78,11.8,.
3,4423,NEC048,3,NEC0483,0.89,11.42,.
3,3555,NEC049,1,NEC0491,0.67,9,.
3,4096,NEC049,2,NEC0492,0.89,12.56,.
3,4257,NEC049,3,NEC0493,0.78,9.7,.
3,3556,NEC050,1,NEC0501,0.67,12.4,.
3,4130,NEC050,2,NEC0502,0.56,11.8,.
3,3557,NEC052,1,NEC0521,0.89,11.2,.
3,4139,NEC052,2,NEC0522,0.89,12.5,.
3,4242,NEC052,3,NEC0523,0.78,12.9,.
3,3558,NEC053,1,NEC0531,0.89,13.5,.
3,4009,NEC053,2,NEC0532,0.67,11.8,.
3,4220,NEC053,3,NEC0533,0.89,15.2,.
3,3559,NEC055,1,NEC0551,0.56,8.8,.
3,3840,NEC055,2,NEC0552,1,12.8,.
3,4367,NEC055,3,NEC0553,1,9.1,.
3,3560,NEC056,1,NEC0561,0.67,13.1,.
3,3862,NEC056,2,NEC0562,0.56,10.96,.
3,4304,NEC056,3,NEC0563,0.78,18.36,.
3,3561,NEC057,1,NEC0571,0.56,10.8,.
3,4136,NEC057,2,NEC0572,0.89,15.1,.
3,4289,NEC057,3,NEC0573,1,8.6,.
3,3562,NEC058,1,NEC0581,0.89,13.5,.
3,3888,NEC058,2,NEC0582,0.56,13.8,.
3,4392,NEC058,3,NEC0583,1,14.02,.
3,3563,NEC059,1,NEC0591,0.89,11.5,.
3,3865,NEC059,2,NEC0592,0.67,14.6,.
3,4322,NEC059,3,NEC0593,1,11.7,.
3,3564,NEC060,1,NEC0601,0.89,13.3,.
3,3870,NEC060,2,NEC0602,0.56,17.3,.
3,4411,NEC060,3,NEC0603,0.78,10.5,.
3,3565,NEC061,1,NEC0611,0.67,9.3,.
3,3877,NEC061,2,NEC0612,0.44,12.25,.
3,4452,NEC061,3,NEC0613,0.44,13.25,.
3,3566,NEC062,1,NEC0621,0.78,14.1,.
3,4018,NEC062,2,NEC0622,0.89,15.8,.
3,4393,NEC062,3,NEC0623,1,15.8,.
3,3567,NEC065,1,NEC0651,0.44,13.5,.
3,3905,NEC065,2,NEC0652,0.89,18.6,.
3,4335,NEC065,3,NEC0653,0.44,7.38,.
3,3568,NEC066,1,NEC0661,0.89,8.1,.
3,3996,NEC066,2,NEC0662,0.56,13.7,.
3,4249,NEC066,3,NEC0663,0.89,10.8,.
3,3569,NEC067,1,NEC0671,0.44,10.75,.
3,4050,NEC067,2,NEC0672,0.67,10.5,.
3,4216,NEC067,3,NEC0673,0.89,12,.
3,3570,NEC068,1,NEC0681,0.78,14.3,.
3,4019,NEC068,2,NEC0682,0.67,11.1,.
3,4409,NEC068,3,NEC0683,0.67,14.16,.
3,3571,NEC069,1,NEC0691,0.44,11.25,.
3,3914,NEC069,2,NEC0692,0.78,12.2,.
3,4327,NEC069,3,NEC0693,0.89,10.1,.
3,3572,NEC070,1,NEC0701,0.44,7.63,.
3,4114,NEC070,2,NEC0702,0.78,9.4,.
3,4298,NEC070,3,NEC0703,0.44,8,.
3,3573,NEC071,1,NEC0711,0.78,9,.
3,3937,NEC071,2,NEC0712,0.33,8.83,.
3,4221,NEC071,3,NEC0713,0.11,6,.
3,3574,NEC072,1,NEC0721,0.89,15.3,.
3,4128,NEC072,2,NEC0722,0.44,7,.
3,4163,NEC072,3,NEC0723,0.67,15.76,.
3,3575,NEC074,1,NEC0741,0.89,14.3,.
3,4060,NEC074,2,NEC0742,0.78,15.6,.
3,4312,NEC074,3,NEC0743,0.89,17.4,.
3,3576,NEC076,1,NEC0761,0.89,13.06,.
3,4010,NEC076,2,NEC0762,1,16.7,.
3,4179,NEC076,3,NEC0763,0.89,15.8,.
3,3577,NEC077,1,NEC0771,0.44,6.75,.
3,3872,NEC077,2,NEC0772,0.67,11.3,.
3,4461,NEC077,3,NEC0773,0.56,10.18,.
3,3578,NEC078,1,NEC0781,0.67,11.6,.
3,4045,NEC078,2,NEC0782,0.78,16.6,.
3,4415,NEC078,3,NEC0783,0.67,7.94,.
3,3579,NEC081,1,NEC0811,0.78,14.3,.
3,3904,NEC081,2,NEC0812,0.67,7,.
3,4262,NEC081,3,NEC0813,0.67,11.4,.
3,3580,NEC083,1,NEC0831,0.11,6.5,.
3,4456,NEC083,3,NEC0833,0.56,11.8,.
3,3581,NEC084,1,NEC0841,0.56,15.2,.
3,4086,NEC084,2,NEC0842,0.89,15.1,.
3,4255,NEC084,3,NEC0843,1,15.4,.
3,3582,NEC085,1,NEC0851,0.67,10.1,.
3,4132,NEC085,2,NEC0852,0.44,15.25,.
3,4396,NEC085,3,NEC0853,0.67,7,.
3,3583,NEC087,1,NEC0871,0.56,11.7,.
3,3911,NEC087,2,NEC0872,0.78,6.8,.
3,4329,NEC087,3,NEC0873,0.44,12.25,.
3,3584,NEC088,1,NEC0881,0.67,15.2,.
3,3993,NEC088,2,NEC0882,0.78,12,.
3,4231,NEC088,3,NEC0883,0.56,10.1,.
3,3585,NEC089,1,NEC0891,0.78,13.5,.
3,4008,NEC089,2,NEC0892,0.78,11.8,.
3,4200,NEC089,3,NEC0893,0.67,9,.
3,3586,NEC090,1,NEC0901,0.56,11.1,.
3,3908,NEC090,2,NEC0902,0.89,14.6,.
3,4188,NEC090,3,NEC0903,0.78,10.3,.
3,3587,NEC091,1,NEC0911,0.22,5,.
3,4042,NEC091,2,NEC0912,0.11,13.5,.
3,4250,NEC091,3,NEC0913,0,0,.
3,3588,NEC092,1,NEC0921,0.89,13.6,.
3,3589,NEC093,1,NEC0931,1,10.5,.
3,4374,NEC093,3,NEC0933,0.89,10.6,.
3,3590,NEC094,1,NEC0941,0.78,10,.
3,4025,NEC094,2,NEC0942,0.67,11.6,.
3,4292,NEC094,3,NEC0943,0.67,12.5,.
3,3591,NEC095,1,NEC0951,0.89,15,.
3,4105,NEC095,2,NEC0952,0.89,12.44,.
3,4345,NEC095,3,NEC0953,0.78,13.04,.
3,3592,NEC097,1,NEC0971,0.89,13.1,.
3,3838,NEC097,2,NEC0972,0.78,16.4,.
3,4366,NEC097,3,NEC0973,1,12.3,.
3,3593,NEC100,1,NEC1001,0.33,11.83,.
3,3843,NEC100,2,NEC1002,0.56,13.1,.
3,4207,NEC100,3,NEC1003,0.56,11.4,.
3,3594,NEC101,1,NEC1011,0.78,9.83,.
3,3917,NEC101,2,NEC1012,0.67,15.6,.
3,4352,NEC101,3,NEC1013,0.44,12.28,.
3,3595,NEC102,1,NEC1021,0.22,15.5,.
3,3941,NEC102,2,NEC1022,0.67,11,.
3,4261,NEC102,3,NEC1023,1,14,.
3,3596,NEC104,1,NEC1041,0.44,8.13,.
3,3895,NEC104,2,NEC1042,0.67,12.7,.
3,4193,NEC104,3,NEC1043,0.56,13.16,.
3,3597,NEC105,1,NEC1051,0.33,10,.
3,4069,NEC105,2,NEC1052,0.22,9.5,.
3,4347,NEC105,3,NEC1053,0.56,13.5,.
3,3598,NEC106,1,NEC1061,0.78,14,.
3,3989,NEC106,2,NEC1062,0.44,10.38,.
3,4280,NEC106,3,NEC1063,1,15.6,.
3,3599,NEC108,1,NEC1081,0.33,11.33,.
3,4043,NEC108,2,NEC1082,0.56,9.1,.
3,4291,NEC108,3,NEC1083,0.56,12,.
3,3600,NEC109,1,NEC1091,0.67,7.5,.
3,4140,NEC109,2,NEC1092,0.44,13.25,.
3,4213,NEC109,3,NEC1093,0.78,7.54,.
3,3601,NEC111,1,NEC1111,0.11,10.5,.
3,4029,NEC111,2,NEC1112,0.44,10.13,.
3,4217,NEC111,3,NEC1113,0.67,6.2,.
3,3602,NEC112,1,NEC1121,0.78,11.4,.
3,4028,NEC112,2,NEC1122,1,16,.
3,4155,NEC112,3,NEC1123,0.56,6.7,.
3,3603,NEC113,1,NEC1131,0.78,13.8,.
3,4015,NEC113,2,NEC1132,0.56,12.5,.
3,4418,NEC113,3,NEC1133,1,13.44,.
3,3604,NEC114,1,NEC1141,0.44,9.75,.
3,3970,NEC114,2,NEC1142,0.67,11.3,.
3,4429,NEC114,3,NEC1143,1,14.64,.
3,3605,NEC116,1,NEC1161,1,6.9,.
3,3899,NEC116,2,NEC1162,1,7.5,.
3,4315,NEC116,3,NEC1163,0.67,8.4,.
3,3606,NEC117,1,NEC1171,0.89,10.6,.
3,4142,NEC117,2,NEC1172,0.78,6,.
3,4154,NEC117,3,NEC1173,0.89,12,.
3,3607,NEC119,1,NEC1191,0.78,8.4,.
3,4004,NEC119,2,NEC1192,0.78,11.6,.
3,4407,NEC119,3,NEC1193,0.89,13.82,.
3,3608,NEC120,1,NEC1201,0.89,12.4,.
3,4032,NEC120,2,NEC1202,1,13.5,.
3,4195,NEC120,3,NEC1203,0.89,17.1,.
3,3609,NEC121,1,NEC1211,0.33,8.33,.
3,3910,NEC121,2,NEC1212,0.44,9.75,.
3,4185,NEC121,3,NEC1213,0.67,9.72,.
3,3610,NEC122,1,NEC1221,0.78,12.3,.
3,4102,NEC122,2,NEC1222,0.89,15,.
3,4316,NEC122,3,NEC1223,0.56,14.8,.
3,3611,NEC125,1,NEC1251,0.78,11.3,.
3,3992,NEC125,2,NEC1252,0.89,14.1,.
3,4387,NEC125,3,NEC1253,0.89,12.7,.
3,3612,NEC126,1,NEC1261,0.89,8,.
3,3841,NEC126,2,NEC1262,0.56,12.4,.
3,4381,NEC126,3,NEC1263,0.44,10,.
3,3613,NEC127,1,NEC1271,0.22,5.5,.
3,3986,NEC127,2,NEC1272,0.78,13.4,.
3,4160,NEC127,3,NEC1273,0.67,7.52,.
3,3614,NEC128,1,NEC1281,0.89,10,.
3,3858,NEC128,2,NEC1282,0.78,15.1,.
3,4428,NEC128,3,NEC1283,1,12.12,.
3,3615,NEC129,1,NEC1291,0.67,12.6,.
3,3901,NEC129,2,NEC1292,0.56,12,.
3,4284,NEC129,3,NEC1293,1,11.6,.
3,3616,NEC130,1,NEC1301,0.67,12.8,.
3,4002,NEC130,2,NEC1302,0.67,27.7,.
3,4354,NEC130,3,NEC1303,0.33,13.5,.
3,3617,NEC131,1,NEC1311,0.67,7.2,.
3,3983,NEC131,2,NEC1312,1,13.4,.
3,4302,NEC131,3,NEC1313,0.78,15.4,.
3,3618,NEC132,1,NEC1321,1,6.6,.
3,4037,NEC132,2,NEC1322,1,12.4,.
3,4186,NEC132,3,NEC1323,0.78,8,.
3,3619,NEC133,1,NEC1331,0.67,8.2,.
3,3932,NEC133,2,NEC1332,0.89,7.5,.
3,4369,NEC133,3,NEC1333,0.89,11,.
3,3620,NEC134,1,NEC1341,1,15.2,.
3,3853,NEC134,2,NEC1342,0.78,10.6,.
3,4373,NEC134,3,NEC1343,1,13,.
3,3621,NEC135,1,NEC1351,0.33,10.5,.
3,3890,NEC135,2,NEC1352,0.22,4.75,.
3,4215,NEC135,3,NEC1353,0.11,0,.
3,3622,NEC136,1,NEC1361,0.78,11.9,.
3,3945,NEC136,2,NEC1362,0.89,14.6,.
3,4318,NEC136,3,NEC1363,0.44,9.83,.
3,3623,NEC138,1,NEC1381,0.56,11.9,.
3,3852,NEC138,2,NEC1382,0.67,12.2,.
3,4398,NEC138,3,NEC1383,0.89,10,.
3,3624,NEC139,1,NEC1391,0.44,8.5,.
3,3856,NEC139,2,NEC1392,0.89,50.7,.
3,4198,NEC139,3,NEC1393,0.67,14.8,.
3,3625,NEC140,1,NEC1401,0.33,12.33,.
3,3916,NEC140,2,NEC1402,0.44,13.38,.
3,4218,NEC140,3,NEC1403,0.67,9.2,.
3,3626,NEC141,1,NEC1411,0.44,9.63,.
3,4036,NEC141,2,NEC1412,0.89,14,.
3,4290,NEC141,3,NEC1413,0.78,16.2,.
3,3627,NEC142,1,NEC1421,0.44,8.95,.
3,4053,NEC142,2,NEC1422,0.11,6,.
3,4344,NEC142,3,NEC1423,0.78,9.48,.
3,3628,NEC143,1,NEC1431,0.78,10.9,.
3,3979,NEC143,2,NEC1432,0.33,11.67,.
3,4417,NEC143,3,NEC1433,0.56,13.33,.
3,3629,NEC144,1,NEC1441,0.56,11.68,.
3,4085,NEC144,2,NEC1442,0.89,10.7,.
3,4413,NEC144,3,NEC1443,0.56,9.28,.
3,3630,NEC145,1,NEC1451,0.22,7.25,.
3,4123,NEC145,2,NEC1452,0.44,7.5,.
3,4232,NEC145,3,NEC1453,0.78,7.8,.
3,3631,NEC146,1,NEC1461,0.67,10.5,.
3,3960,NEC146,2,NEC1462,0.78,12.1,.
3,4158,NEC146,3,NEC1463,0.78,12.2,.
3,3632,NEC147,1,NEC1471,0.89,8.3,.
3,4143,NEC147,2,NEC1472,0.56,5.6,.
3,4434,NEC147,3,NEC1473,0.78,11.68,.
3,3633,NEC149,1,NEC1491,0.67,6.5,.
3,4058,NEC149,2,NEC1492,0.89,11.3,.
3,4462,NEC149,3,NEC1493,0.78,13.4,.
3,3634,NEC150,1,NEC1501,0.78,11.5,.
3,4012,NEC150,2,NEC1502,0.56,13.5,.
3,4176,NEC150,3,NEC1503,0.33,7.33,.
3,3635,NEC152,1,NEC1521,0.56,13.74,.
3,4035,NEC152,2,NEC1522,0,0,.
3,4227,NEC152,3,NEC1523,0,0,.
3,3636,NEC153,1,NEC1531,0.22,4.75,.
3,4013,NEC153,2,NEC1532,0.78,13.4,.
3,4197,NEC153,3,NEC1533,0.89,15.44,.
3,3637,NEC154,1,NEC1541,0.56,10.2,.
3,3999,NEC154,2,NEC1542,0.67,12.9,.
3,4405,NEC154,3,NEC1543,0.89,15,.
3,3638,NEC156,1,NEC1561,0.78,11.56,.
3,3975,NEC156,2,NEC1562,1,11.3,.
3,4443,NEC156,3,NEC1563,1,11.56,.
3,3639,NEC157,1,NEC1571,0.33,13.17,.
3,3990,NEC157,2,NEC1572,0.89,13.3,.
3,4266,NEC157,3,NEC1573,0.89,11.7,.
3,3640,NEC158,1,NEC1581,0.89,11.9,.
3,4038,NEC158,2,NEC1582,0.67,10.1,.
3,4440,NEC158,3,NEC1583,0.44,10.08,.
3,3641,NEC159,1,NEC1591,0.67,6.6,.
3,4070,NEC159,2,NEC1592,0.56,15,.
3,4165,NEC159,3,NEC1593,0.89,15.26,.
3,3642,NEC160,1,NEC1601,0.67,14.1,.
3,3881,NEC160,2,NEC1602,0.56,11.4,.
3,4410,NEC160,3,NEC1603,0.33,8.33,.
3,4023,NEC161,2,NEC1612,1,14,.
3,4454,NEC161,3,NEC1613,0.78,10.84,.
3,3644,NEC162,1,NEC1621,0.67,12.5,.
3,4116,NEC162,2,NEC1622,0.56,5.5,.
3,4449,NEC162,3,NEC1623,0.78,10.54,.
3,3645,NEC163,1,NEC1631,1,11,.
3,3997,NEC163,2,NEC1632,0.78,11.9,.
3,4299,NEC163,3,NEC1633,0.89,8.8,.
3,3646,NEC164,1,NEC1641,0.89,8,.
3,3896,NEC164,2,NEC1642,1,16.6,.
3,4300,NEC164,3,NEC1643,0.89,14.88,.
3,3647,NEC165,1,NEC1651,0.44,14,.
3,4000,NEC165,2,NEC1652,0.89,8.6,.
3,4276,NEC165,3,NEC1653,0.89,15.1,.
3,3648,NEC166,1,NEC1661,0.89,11.5,.
3,3883,NEC166,2,NEC1662,0.44,14.13,.
3,4446,NEC166,3,NEC1663,0.67,12.38,.
3,3649,NEC167,1,NEC1671,0.56,11,.
3,4131,NEC167,2,NEC1672,0.67,11.8,.
3,4235,NEC167,3,NEC1673,1,13.6,.
3,3650,NEC168,1,NEC1681,0.67,10.7,.
