En,NUM,ENTRY,REP,k,ER,PH,GY
1,325,NEC330,1,NEC3301,0.67,16.17,50.24
1,713,NEC330,2,NEC3302,0.77,14.93,66.6
1,1097,NEC330,3,NEC3303,0.8,16.43,576.09
1,326,NEC331,1,NEC3311,0.87,14.3,366.46
1,714,NEC331,2,NEC3312,0.63,14.03,165.27
1,1098,NEC331,3,NEC3313,0.93,14.7,358.7
1,327,NEC332,1,NEC3321,0.9,16.2,579.82
1,715,NEC332,2,NEC3322,0.53,14.3,441.23
1,1099,NEC332,3,NEC3323,1,15.3,564.45
1,328,NEC333,1,NEC3331,0.93,16.4,.
1,716,NEC333,2,NEC3332,0.87,15.5,654.49
1,1100,NEC333,3,NEC3333,0.9,14.9,904.04
1,329,NEC334,1,NEC3341,0.83,15.03,752.74
1,717,NEC334,2,NEC3342,0.77,14.27,358.03
1,1101,NEC334,3,NEC3343,0.8,12.6,263.13
1,330,NEC335,1,NEC3351,0.77,15.7,1143.82
1,718,NEC335,2,NEC3352,0.73,16.33,593.51
1,1102,NEC335,3,NEC3353,0.9,13.13,1110.96
1,331,NEC336,1,NEC3361,0.97,16.5,421.77
1,719,NEC336,2,NEC3362,0.93,18,356.37
1,1103,NEC336,3,NEC3363,0.93,16.77,220.24
1,332,NEC337,1,NEC3371,0.97,16.27,702.5
1,720,NEC337,2,NEC3372,0.63,16.2,855.95
1,1104,NEC337,3,NEC3373,0.73,13.97,.
1,333,NEC338,1,NEC3381,0.93,16.13,352.18
1,721,NEC338,2,NEC3382,0.7,12,464.23
1,1105,NEC338,3,NEC3383,0.47,11.57,255.71
1,334,NEC339,1,NEC3391,0.5,17,1255.36
1,722,NEC339,2,NEC3392,0.96,13.83,982.78
1,1106,NEC339,3,NEC3393,1,14.73,745.49
1,335,NEC340,1,NEC3401,1,13.87,653.4
1,723,NEC340,2,NEC3402,0.83,16.67,677.16
1,1107,NEC340,3,NEC3403,0.83,12.77,665.46
1,336,NEC341,1,NEC3411,0.73,14.27,1326.41
1,724,NEC341,2,NEC3412,0.77,16.4,1373.33
1,1108,NEC341,3,NEC3413,0.83,14.8,945.67
1,337,NEC342,1,NEC3421,0.83,13.5,489.95
1,725,NEC342,2,NEC3422,0.48,17.07,575.05
1,1109,NEC342,3,NEC3423,0.53,17.87,1033.46
1,338,NEC343,1,NEC3431,0.33,9.33,380.71
1,726,NEC343,2,NEC3432,0.17,10.33,417.04
1,1110,NEC343,3,NEC3433,0.1,9,131.68
1,339,NEC344,1,NEC3441,0.37,10.73,228.09
1,727,NEC344,2,NEC3442,0.13,9.5,100.6
1,1111,NEC344,3,NEC3443,0.27,9.67,337.79
1,340,NEC345,1,NEC3451,0.27,15.9,213.82
1,728,NEC345,2,NEC3452,0.9,15,182.85
1,1112,NEC345,3,NEC3453,0.93,16.2,1051.42
1,341,NEC346,1,NEC3461,0.87,12.07,740.56
1,729,NEC346,2,NEC3462,0.64,13.67,522.63
1,1113,NEC346,3,NEC3463,0.4,9.83,584.28
1,342,NEC347,1,NEC3471,0.9,14.17,469.36
1,730,NEC347,2,NEC3472,0.13,16.3,300.7
1,1114,NEC347,3,NEC3473,0.07,11.7,194.13
1,343,NEC348,1,NEC3481,0.4,8.63,322.59
1,731,NEC348,2,NEC3482,0.27,10.67,556.76
1,1115,NEC348,3,NEC3483,0.13,8.33,331.5
1,344,NEC349,1,NEC3491,0.17,7.07,263.97
1,732,NEC349,2,NEC3492,0.07,13.5,232.7
1,1116,NEC349,3,NEC3493,0.03,6.6,98.69
1,345,NEC350,1,NEC3501,0.13,13.67,942.09
1,733,NEC350,2,NEC3502,0.83,15.33,937.64
1,1117,NEC350,3,NEC3503,0.83,14.4,1042.61
1,346,NEC351,1,NEC3511,0.83,13.5,878.24
1,734,NEC351,2,NEC3512,0.67,14.17,814.65
1,1118,NEC351,3,NEC3513,0.77,12.67,956.19
1,347,NEC352,1,NEC3521,0.9,16.67,851.29
1,735,NEC352,2,NEC3522,0.63,20.67,751.89
1,1119,NEC352,3,NEC3523,0.77,13.37,967.39
1,348,NEC353,1,NEC3531,0.6,14.1,302.25
1,736,NEC353,2,NEC3532,0.93,16.33,222.67
1,1120,NEC353,3,NEC3533,0.93,12.17,191.96
1,349,NEC354,1,NEC3541,0.93,16.67,950.12
1,737,NEC354,2,NEC3542,0.97,20,862.56
1,1121,NEC354,3,NEC3543,1,15.57,746.67
1,350,NEC355,1,NEC3551,0.93,16.93,528.69
1,738,NEC355,2,NEC3552,1,16,53.63
1,1122,NEC355,3,NEC3553,0.77,15.83,370.65
1,351,NEC356,1,NEC3561,1,16,284.85
1,739,NEC356,2,NEC3562,0.93,17.17,222.13
1,1123,NEC356,3,NEC3563,0.73,15.83,353.7
1,352,NEC357,1,NEC3571,0.93,16.73,648.48
1,740,NEC357,2,NEC3572,0.93,18.17,848.85
1,1124,NEC357,3,NEC3573,1.3,15.1,943.59
1,353,NEC358,1,NEC3581,0.97,15.8,410.06
1,741,NEC358,2,NEC3582,0.97,15.17,119.64
1,1125,NEC358,3,NEC3583,0.57,15.2,145.54
1,354,NEC359,1,NEC3591,0.9,13.77,587.67
1,742,NEC359,2,NEC3592,0.93,13.1,588.48
1,1126,NEC359,3,NEC3593,0.87,12.73,805.67
1,355,NEC360,1,NEC3601,0.63,12.5,158.29
1,743,NEC360,2,NEC3602,0.77,15.7,482.14
1,1127,NEC360,3,NEC3603,0.7,14.2,326.51
1,356,NEC361,1,NEC3611,0.8,16.37,.
1,744,NEC361,2,NEC3612,0.87,13.67,949.82
1,1128,NEC361,3,NEC3613,0.87,14.4,681.5
1,357,NEC362,1,NEC3621,0.21,17.7,.
1,745,NEC362,2,NEC3622,0.63,18.77,731.2
1,1129,NEC362,3,NEC3623,0.63,16.3,1027.32
1,358,NEC363,1,NEC3631,0.97,14.67,525.81
1,746,NEC363,2,NEC3632,1,16.17,723.18
1,1130,NEC363,3,NEC3633,1.03,13.9,782.02
1,359,NEC364,1,NEC3641,1,17.13,837.03
1,747,NEC364,2,NEC3642,0.93,14.83,876.26
1,1131,NEC364,3,NEC3643,1,15.3,1511.98
1,360,NEC365,1,NEC3651,0.83,18.17,277.39
1,748,NEC365,2,NEC3652,0.6,20.5,510.98
1,1132,NEC365,3,NEC3653,0.71,16.23,322.34
1,361,NEC366,1,NEC3661,0.9,14.17,300.69
1,749,NEC366,2,NEC3662,0.87,16.23,522.07
1,1133,NEC366,3,NEC3663,0.87,13.5,.
1,362,NEC367,1,NEC3671,0.61,12.67,.
1,750,NEC367,2,NEC3672,0.23,13.23,.
1,1134,NEC367,3,NEC3673,0.57,10.67,.
1,363,NEC368,1,NEC3681,0.77,13,284.9
1,751,NEC368,2,NEC3682,0.7,13,84.28
1,1135,NEC368,3,NEC3683,0.63,12.87,172.52
1,364,NEC369,1,NEC3691,0.93,16.03,558.49
1,752,NEC369,2,NEC3692,0.87,13.17,1060.53
1,1136,NEC369,3,NEC3693,0.9,16.17,795.09
1,365,NEC370,1,NEC3701,0.73,13.37,364.88
1,753,NEC370,2,NEC3702,0.8,13.23,235.69
1,1137,NEC370,3,NEC3703,0.77,12.37,233.49
1,366,NEC371,1,NEC3711,0.83,17.5,757.24
1,754,NEC371,2,NEC3712,0.93,14.83,466.22
1,1138,NEC371,3,NEC3713,0.97,18.37,1024.82
1,367,NEC372,1,NEC3721,0.9,12.9,1166.83
1,755,NEC372,2,NEC3722,0.97,12,1164.31
1,1139,NEC372,3,NEC3723,1,13.4,1194.4
1,368,NEC373,1,NEC3731,0.57,14,421.66
1,756,NEC373,2,NEC3732,0.4,13.03,695.3
1,1140,NEC373,3,NEC3733,0.7,14.07,1062.09
1,369,NEC374,1,NEC3741,0.53,13.3,410.93
1,757,NEC374,2,NEC3742,0.87,17.1,664.23
1,1141,NEC374,3,NEC3743,1,13.8,769.63
1,370,NEC375,1,NEC3751,0.31,11.33,.
1,758,NEC375,2,NEC3752,0.72,13.33,311.15
1,1142,NEC375,3,NEC3753,0.64,9.5,524.2
1,371,NEC376,1,NEC3761,0.53,13.33,409.24
1,759,NEC376,2,NEC3762,1,13.57,446.71
1,1143,NEC376,3,NEC3763,0.48,12.77,714.48
1,372,NEC377,1,NEC3771,0.63,10.33,321.88
1,760,NEC377,2,NEC3772,0.83,15.4,850.59
1,1144,NEC377,3,NEC3773,0.03,NA,9.68
1,373,NEC378,1,NEC3781,0.93,13.33,669.01
1,761,NEC378,2,NEC3782,0.93,14,733.99
1,1145,NEC378,3,NEC3783,1,13.9,1029.11
1,374,NEC379,1,NEC3791,0.83,11.67,284.29
1,762,NEC379,2,NEC3792,0.73,12.67,343.33
1,1146,NEC379,3,NEC3793,0.79,12.23,266.76
1,375,NEC380,1,NEC3801,0.97,15.7,.
1,763,NEC380,2,NEC3802,0.9,14.1,821.9
1,1147,NEC380,3,NEC3803,0.83,17.03,701.49
1,376,NEC381,1,NEC3811,0.8,14.13,162.94
1,764,NEC381,2,NEC3812,0.86,11.57,516.11
1,1148,NEC381,3,NEC3813,0.9,12.27,747.21
1,377,NEC382,1,NEC3821,0.97,13.63,315.42
1,765,NEC382,2,NEC3822,1,15.73,231.7
1,1149,NEC382,3,NEC3823,1,12.83,454.27
1,378,NEC383,1,NEC3831,0.97,14.9,331.87
1,766,NEC383,2,NEC3832,1,13.9,593.58
1,1150,NEC383,3,NEC3833,0.93,15.2,815.58
1,379,NEC384,1,NEC3841,0.97,12.17,705.52
1,767,NEC384,2,NEC3842,0.73,13.73,758.96
1,1151,NEC384,3,NEC3843,0.9,15.33,628.99
1,380,NEC385,1,NEC3851,0.57,11.63,.
1,768,NEC385,2,NEC3852,0.67,15.67,72.7
1,1152,NEC385,3,NEC3853,0.7,11.07,357.47
1,381,NEC386,1,NEC3861,0.73,14.17,446.04
1,769,NEC386,2,NEC3862,0.83,14.4,351.2
1,1153,NEC386,3,NEC3863,0.67,12.4,.
1,382,NEC387,1,NEC3871,0.77,15.23,775.09
1,770,NEC387,2,NEC3872,0.47,15.07,759.09
1,1154,NEC387,3,NEC3873,0.8,13.97,654.78
1,383,NEC388,1,NEC3881,0.67,14.73,137.85
1,771,NEC388,2,NEC3882,0.67,14.87,216.85
1,1155,NEC388,3,NEC3883,0.67,12.33,377.41
1,384,NEC389,1,NEC3891,0.87,16.2,587.74
1,772,NEC389,2,NEC3892,0.97,16.23,251.81
1,1156,NEC389,3,NEC3893,0.83,16.43,746.95
1,385,NEC390,1,NEC3901,0.93,19.1,.
1,773,NEC390,2,NEC3902,0.8,14.73,259.25
1,1157,NEC390,3,NEC3903,0.93,14.87,.
1,386,NEC391,1,NEC3911,0.73,14.77,124.86
1,774,NEC391,2,NEC3912,0.67,14.97,109.03
1,1158,NEC391,3,NEC3913,0.77,12.57,241.75
1,387,NEC392,1,NEC3921,0.83,14.9,103.44
1,775,NEC392,2,NEC3922,0.73,13.5,364.6
1,1159,NEC392,3,NEC3923,0.87,14.63,291.51
1,388,NEC393,1,NEC3931,0.93,17.53,629.72
1,776,NEC393,2,NEC3932,0.9,19,941.54
1,1160,NEC393,3,NEC3933,1.03,17.03,1060.6
2,4473,NEC002,1,NEC0021,1,21.5,.
2,4822,NEC002,2,NEC0022,0.89,19.6,.
2,5183,NEC002,3,NEC0023,0.78,17.2,.
2,4474,NEC003,1,NEC0031,0.78,23.7,.
2,5087,NEC003,2,NEC0032,0.67,24.6,.
2,5246,NEC003,3,NEC0033,1,24.4,.
2,4475,NEC004,1,NEC0041,1,22.5,.
2,4840,NEC004,2,NEC0042,0.78,17.4,.
2,5155,NEC004,3,NEC0043,1,19.2,.
2,4476,NEC005,1,NEC0051,0.78,19.64,.
2,4860,NEC005,2,NEC0052,0.78,19.9,.
2,5414,NEC005,3,NEC0053,0.89,20.7,.
2,4477,NEC006,1,NEC0061,0.89,23.7,.
2,4985,NEC006,2,NEC0062,0.89,23.6,.
2,5241,NEC006,3,NEC0063,0.89,23.4,.
2,4478,NEC008,1,NEC0081,0.67,26,.
2,4796,NEC008,2,NEC0082,0.89,24.5,.
2,5149,NEC008,3,NEC0083,0.56,25.2,.
2,4479,NEC009,1,NEC0091,0.78,20.82,.
2,5020,NEC009,2,NEC0092,0.89,21.2,.
2,5354,NEC009,3,NEC0093,0.67,33,.
2,4480,NEC010,1,NEC0101,1,22.2,.
2,4838,NEC010,2,NEC0102,1,22,.
2,5250,NEC010,3,NEC0103,0.78,23.4,.
2,4481,NEC011,1,NEC0111,0.89,17.5,.
2,4907,NEC011,2,NEC0112,0.67,19.4,.
2,5201,NEC011,3,NEC0113,0.67,24.4,.
2,4482,NEC013,1,NEC0131,1,27.2,.
2,4851,NEC013,2,NEC0132,0.89,19.2,.
2,5260,NEC013,3,NEC0133,0.67,13.4,.
2,4483,NEC014,1,NEC0141,0.78,21.7,.
2,4824,NEC014,2,NEC0142,0.78,31.2,.
2,5129,NEC014,3,NEC0143,0.89,24.2,.
2,4484,NEC016,1,NEC0161,1,23.2,.
2,5077,NEC016,2,NEC0162,1,25.2,.
2,5373,NEC016,3,NEC0163,0.78,22.4,.
2,4485,NEC017,1,NEC0171,0.89,20.1,.
2,5068,NEC017,2,NEC0172,0.89,17.2,.
2,5159,NEC017,3,NEC0173,0.33,13.67,.
2,4486,NEC019,1,NEC0191,1,11.86,.
2,5091,NEC019,2,NEC0192,0.67,27.6,.
2,5217,NEC019,3,NEC0193,0.67,18.6,.
2,4487,NEC020,1,NEC0201,0.33,15.67,.
2,5056,NEC020,2,NEC0202,0.44,16.5,.
2,5214,NEC020,3,NEC0203,0.56,20.2,.
2,4488,NEC021,1,NEC0211,0.67,22.6,.
2,4918,NEC021,2,NEC0212,0.44,18.5,.
2,5311,NEC021,3,NEC0213,0.78,22.2,.
2,4489,NEC022,1,NEC0221,0.78,17,.
2,5082,NEC022,2,NEC0222,0.78,21.2,.
2,5285,NEC022,3,NEC0223,0.89,20.2,.
2,4490,NEC023,1,NEC0231,0.33,13,.
2,4865,NEC023,2,NEC0232,0.33,19,.
2,5176,NEC023,3,NEC0233,0.44,12.5,.
2,4491,NEC024,1,NEC0241,1,24.3,.
2,5095,NEC024,2,NEC0242,0.89,23.6,.
2,5105,NEC024,3,NEC0243,0.67,25.4,.
2,4492,NEC025,1,NEC0251,0.44,9.5,.
2,4987,NEC025,2,NEC0252,0.44,12.5,.
2,5323,NEC025,3,NEC0253,0.78,16.4,.
2,4493,NEC026,1,NEC0261,0.89,15.6,.
2,4846,NEC026,2,NEC0262,0.89,22.22,.
2,5278,NEC026,3,NEC0263,0.89,20.2,.
2,4494,NEC027,1,NEC0271,1,19,.
2,5034,NEC027,2,NEC0272,0.89,26.2,.
2,5151,NEC027,3,NEC0273,0.78,27.6,.
2,4495,NEC028,1,NEC0281,0.67,13.4,.
2,4795,NEC028,2,NEC0282,0.56,15.64,.
2,5193,NEC028,3,NEC0283,0.56,19.8,.
2,4496,NEC030,1,NEC0301,0.78,20.2,.
2,4845,NEC030,2,NEC0302,1,25,.
2,5379,NEC030,3,NEC0303,0.89,23.6,.
2,4497,NEC031,1,NEC0311,1,13.2,.
2,4803,NEC031,2,NEC0312,1,22.8,.
2,5296,NEC031,3,NEC0313,0.78,22.8,.
2,4498,NEC032,1,NEC0321,0.89,15.3,.
2,4821,NEC032,2,NEC0322,0.89,16.26,.
2,5400,NEC032,3,NEC0323,0.56,19.6,.
2,4499,NEC034,1,NEC0341,1,19.4,.
2,4891,NEC034,2,NEC0342,0.33,15,.
2,5413,NEC034,3,NEC0343,0.89,24,.
2,4500,NEC037,1,NEC0371,0.78,17.6,.
2,5094,NEC037,2,NEC0372,1,19.8,.
2,5270,NEC037,3,NEC0373,0.67,22.4,.
2,4501,NEC039,1,NEC0391,0.56,17.4,.
2,4935,NEC039,2,NEC0392,0.78,17.4,.
2,5152,NEC039,3,NEC0393,0.78,16.8,.
2,4502,NEC040,1,NEC0401,0.89,20.06,.
2,4872,NEC040,2,NEC0402,0.89,21.2,.
2,5293,NEC040,3,NEC0403,1,25.4,.
2,4503,NEC042,1,NEC0421,1,15.4,.
2,4927,NEC042,2,NEC0422,0.78,21.2,.
2,5209,NEC042,3,NEC0423,0.78,23.2,.
2,4504,NEC045,1,NEC0451,0.44,24,.
2,5018,NEC045,2,NEC0452,0.67,22,.
2,5107,NEC045,3,NEC0453,0.56,29.2,.
2,4505,NEC046,1,NEC0461,0.44,17.5,.
2,4954,NEC046,2,NEC0462,0.33,21.33,.
2,5256,NEC046,3,NEC0463,0.67,25,.
2,4506,NEC047,1,NEC0471,0.78,24.2,.
2,4971,NEC047,2,NEC0472,0.89,14.8,.
2,5251,NEC047,3,NEC0473,0.67,27,.
2,4507,NEC048,1,NEC0481,0.22,12,.
2,4949,NEC048,2,NEC0482,0.78,20.6,.
2,5363,NEC048,3,NEC0483,1,23.2,.
2,4508,NEC049,1,NEC0491,1,17.2,.
2,4947,NEC049,2,NEC0492,0.89,18,.
2,5168,NEC049,3,NEC0493,0.56,14.6,.
2,4509,NEC050,1,NEC0501,0.67,17.8,.
2,5072,NEC050,2,NEC0502,0.78,19.6,.
2,5342,NEC050,3,NEC0503,0.78,19.2,.
2,4510,NEC052,1,NEC0521,0.78,22.3,.
2,4981,NEC052,2,NEC0522,0.78,25.6,.
2,5202,NEC052,3,NEC0523,0.78,26.2,.
2,4511,NEC053,1,NEC0531,1,17.2,.
2,5025,NEC053,2,NEC0532,0.67,19.5,.
2,5307,NEC053,3,NEC0533,0.56,21.8,.
2,4512,NEC055,1,NEC0551,0.78,11.4,.
2,4800,NEC055,2,NEC0552,1,15.8,.
2,5248,NEC055,3,NEC0553,0.89,28.6,.
2,4513,NEC056,1,NEC0561,0.44,18.25,.
2,4867,NEC056,2,NEC0562,1,18.8,.
2,5377,NEC056,3,NEC0563,0.78,26,.
2,4514,NEC057,1,NEC0571,1,18.2,.
2,4937,NEC057,2,NEC0572,1,21.2,.
2,5237,NEC057,3,NEC0573,0.89,25,.
2,4515,NEC058,1,NEC0581,0.89,17.88,.
2,4968,NEC058,2,NEC0582,1,19,.
2,5175,NEC058,3,NEC0583,0.78,23,.
2,4516,NEC059,1,NEC0591,1,13.8,.
2,4923,NEC059,2,NEC0592,0.89,10.8,.
2,5316,NEC059,3,NEC0593,1,18.8,.
2,4517,NEC060,1,NEC0601,1,16.7,.
2,5092,NEC060,2,NEC0602,0.89,21.6,.
2,5350,NEC060,3,NEC0603,0.67,25.4,.
2,4518,NEC061,1,NEC0611,0.89,16.4,.
2,4889,NEC061,2,NEC0612,0.78,13.8,.
2,5122,NEC061,3,NEC0613,0.67,19,.
2,4519,NEC062,1,NEC0621,1,20.86,.
2,4976,NEC062,2,NEC0622,0.67,24,.
2,5355,NEC062,3,NEC0623,0.78,24.2,.
2,4520,NEC065,1,NEC0651,0.56,24,.
2,5035,NEC065,2,NEC0652,0.78,22.4,.
2,4521,NEC066,1,NEC0661,0.67,17.6,.
2,4972,NEC066,2,NEC0662,0.56,18.2,.
2,5313,NEC066,3,NEC0663,0.67,18.6,.
2,4522,NEC067,1,NEC0671,1,16.8,.
2,4917,NEC067,2,NEC0672,0.89,18.4,.
2,5301,NEC067,3,NEC0673,0.78,21,.
2,4523,NEC068,1,NEC0681,1,19.54,.
2,5060,NEC068,2,NEC0682,1,28.4,.
2,5402,NEC068,3,NEC0683,0.89,18.4,.
2,4524,NEC069,1,NEC0691,0.67,16.2,.
2,5005,NEC069,2,NEC0692,0.89,20.6,.
2,5114,NEC069,3,NEC0693,0.78,25,.
2,4525,NEC070,1,NEC0701,0.56,14.3,.
2,4863,NEC070,2,NEC0702,0.56,18,.
2,5119,NEC070,3,NEC0703,0.67,13.4,.
2,4526,NEC071,1,NEC0711,1,12.8,.
2,4884,NEC071,2,NEC0712,0.67,16,.
2,5157,NEC071,3,NEC0713,0.78,18.2,.
2,4527,NEC072,1,NEC0721,0.33,11.33,.
2,5012,NEC072,2,NEC0722,0.22,15.5,.
2,5298,NEC072,3,NEC0723,0.44,27.25,.
2,4528,NEC074,1,NEC0741,0.56,20.8,.
2,4895,NEC074,2,NEC0742,1,23.8,.
2,5265,NEC074,3,NEC0743,0.89,29.4,.
2,4529,NEC076,1,NEC0761,0.67,20.4,.
2,4892,NEC076,2,NEC0762,0.11,14,.
2,5393,NEC076,3,NEC0763,0.89,24.8,.
2,4530,NEC077,1,NEC0771,0.33,17,.
2,4945,NEC077,2,NEC0772,0.56,16.2,.
2,5184,NEC077,3,NEC0773,0.56,17.4,.
2,4531,NEC078,1,NEC0781,0.44,19,.
2,5074,NEC078,2,NEC0782,0.78,16.8,.
2,5321,NEC078,3,NEC0783,0.89,23.6,.
2,4532,NEC081,1,NEC0811,0.89,22,.
2,4802,NEC081,2,NEC0812,0.78,18.4,.
2,5254,NEC081,3,NEC0813,1,22.8,.
2,4533,NEC083,1,NEC0831,0.22,5.5,.
2,4952,NEC083,2,NEC0832,0.11,1,.
2,5288,NEC083,3,NEC0833,0.33,14.67,.
2,4534,NEC084,1,NEC0841,0.67,23.4,.
2,4788,NEC084,2,NEC0842,0.78,21.4,.
2,5141,NEC084,3,NEC0843,0.89,35.8,.
2,4535,NEC085,1,NEC0851,0.67,21.8,.
2,4975,NEC085,2,NEC0852,0.67,18.4,.
2,5272,NEC085,3,NEC0853,0.78,24.8,.
2,4536,NEC087,1,NEC0871,0.44,12.25,.
2,4933,NEC087,2,NEC0872,0.56,17.2,.
2,5174,NEC087,3,NEC0873,0.67,19.2,.
2,4537,NEC088,1,NEC0881,0.67,14.2,.
2,4963,NEC088,2,NEC0882,0.56,19,.
2,5410,NEC088,3,NEC0883,0.56,23.2,.
2,4538,NEC089,1,NEC0891,1,14.8,.
2,5086,NEC089,2,NEC0892,0.89,17.4,.
2,5115,NEC089,3,NEC0893,1,19.2,.
2,4539,NEC090,1,NEC0901,0.67,20,.
2,5013,NEC090,2,NEC0902,0.78,18.6,.
2,5339,NEC090,3,NEC0903,0.67,22.2,.
2,4540,NEC091,1,NEC0911,0.22,13.5,.
2,5084,NEC091,2,NEC0912,0.33,25.33,.
2,5206,NEC091,3,NEC0913,0.22,25,.
2,4541,NEC092,1,NEC0921,0.44,15,.
2,4790,NEC092,2,NEC0922,0.78,13.6,.
2,5258,NEC092,3,NEC0923,0.78,21.8,.
2,4542,NEC093,1,NEC0931,0.78,15.8,.
2,5041,NEC093,2,NEC0932,0.67,23.2,.
2,5164,NEC093,3,NEC0933,0.89,15.8,.
2,4543,NEC094,1,NEC0941,0.78,20.4,.
2,4834,NEC094,2,NEC0942,1,18.8,.
2,5407,NEC094,3,NEC0943,0.33,23.67,.
2,4544,NEC095,1,NEC0951,1,28.2,.
2,5008,NEC095,2,NEC0952,1,25.4,.
2,5370,NEC095,3,NEC0953,0.67,19.8,.
2,4545,NEC097,1,NEC0971,0.78,27.6,.
2,4906,NEC097,2,NEC0972,1,24.8,.
2,5109,NEC097,3,NEC0973,1,29.2,.
2,4546,NEC100,1,NEC1001,0.44,18.5,.
2,5021,NEC100,2,NEC1002,0.33,21,.
2,4547,NEC101,1,NEC1011,0.56,21.8,.
2,4874,NEC101,2,NEC1012,0.67,15.5,.
2,5383,NEC101,3,NEC1013,0.78,23.6,.
2,4548,NEC102,1,NEC1021,0.44,23.5,.
2,5057,NEC102,2,NEC1022,0.78,27,.
2,5398,NEC102,3,NEC1023,0.67,24,.
2,4549,NEC104,1,NEC1041,1,26.7,.
2,5052,NEC104,2,NEC1042,0.78,29.8,.
2,5185,NEC104,3,NEC1043,0.67,25.8,.
2,4550,NEC105,1,NEC1051,0.56,17.8,.
2,4960,NEC105,2,NEC1052,0.33,14.67,.
2,5282,NEC105,3,NEC1053,0.44,24,.
2,4551,NEC106,1,NEC1061,0.67,22.8,.
2,4915,NEC106,2,NEC1062,0.56,16.4,.
2,5320,NEC106,3,NEC1063,0.89,19.4,.
2,4552,NEC108,1,NEC1081,0.44,28.25,.
2,4994,NEC108,2,NEC1082,0.67,24.2,.
2,5232,NEC108,3,NEC1083,0.89,26.6,.
2,4553,NEC109,1,NEC1091,0.67,28,.
2,4989,NEC109,2,NEC1092,0.89,23.6,.
2,5128,NEC109,3,NEC1093,0.89,28.2,.
2,4554,NEC111,1,NEC1111,0.44,19.38,.
2,5078,NEC111,2,NEC1112,0.33,20,.
2,5333,NEC111,3,NEC1113,0.33,16.33,.
2,4555,NEC112,1,NEC1121,0.78,16,.
2,4879,NEC112,2,NEC1122,1,18.6,.
2,5361,NEC112,3,NEC1123,1,23.2,.
2,4556,NEC113,1,NEC1131,0.44,27.25,.
2,5039,NEC113,2,NEC1132,0.56,29,.
2,5233,NEC113,3,NEC1133,0.67,22.8,.
2,4557,NEC114,1,NEC1141,0.89,31.4,.
2,4925,NEC114,2,NEC1142,0.67,22.4,.
2,5317,NEC114,3,NEC1143,0.78,28.4,.
2,4558,NEC116,1,NEC1161,0.78,22.5,.
2,5066,NEC116,2,NEC1162,1,18.6,.
2,5289,NEC116,3,NEC1163,0.67,20.4,.
2,4559,NEC117,1,NEC1171,1,22.4,.
2,4896,NEC117,2,NEC1172,0.78,17.6,.
2,5352,NEC117,3,NEC1173,0.67,24,.
2,4560,NEC118,1,NEC1181,0.67,18.2,.
2,5061,NEC118,2,NEC1182,0.33,25.67,.
2,5235,NEC118,3,NEC1183,0.78,22.2,.
2,4561,NEC119,1,NEC1191,0.67,17.8,.
2,4890,NEC119,2,NEC1192,0.67,21.1,.
2,5137,NEC119,3,NEC1193,0.67,27,.
2,4562,NEC120,1,NEC1201,0.89,32.5,.
2,4904,NEC120,2,NEC1202,0.56,23.2,.
2,5153,NEC120,3,NEC1203,0.33,16,.
2,4563,NEC121,1,NEC1211,0.78,14.6,.
2,5063,NEC121,2,NEC1212,1,17.6,.
2,5188,NEC121,3,NEC1213,0.56,21.8,.
2,4564,NEC122,1,NEC1221,1,19.8,.
2,4983,NEC122,2,NEC1222,0.78,23.6,.
2,5111,NEC122,3,NEC1223,1,28.6,.
2,4565,NEC125,1,NEC1251,0.44,20.25,.
2,4844,NEC125,2,NEC1252,1,23.26,.
2,5395,NEC125,3,NEC1253,0.56,23.4,.
2,4566,NEC126,1,NEC1261,0.44,29.58,.
2,4836,NEC126,2,NEC1262,0.78,19,.
2,5274,NEC126,3,NEC1263,0.67,19,.
2,4567,NEC127,1,NEC1271,0.78,26.4,.
2,5016,NEC127,2,NEC1272,0.89,20.6,.
2,5314,NEC127,3,NEC1273,0.67,24.8,.
2,4568,NEC128,1,NEC1281,0.89,23.2,.
2,4957,NEC128,2,NEC1282,0.89,17.6,.
2,5146,NEC128,3,NEC1283,0.89,20.6,.
2,4569,NEC129,1,NEC1291,0.67,21.8,.
2,5003,NEC129,2,NEC1292,0.89,21.8,.
2,5271,NEC129,3,NEC1293,1,21,.
2,4570,NEC130,1,NEC1301,0.56,27.8,.
2,4903,NEC130,2,NEC1302,0.56,21,.
2,5252,NEC130,3,NEC1303,0.44,22.25,.
2,4571,NEC133,1,NEC1331,0.89,17.4,.
2,4794,NEC133,2,NEC1332,0.89,15.2,.
2,5390,NEC133,3,NEC1333,0.67,20.6,.
2,4572,NEC134,1,NEC1341,0.89,25,.
2,4812,NEC134,2,NEC1342,0.89,27,.
2,5386,NEC134,3,NEC1343,0.44,13.25,.
2,4573,NEC135,1,NEC1351,0.11,15,.
2,4823,NEC135,2,NEC1352,0.44,15.7,.
2,5368,NEC135,3,NEC1353,0.11,14,.
2,4574,NEC136,1,NEC1361,1,29.8,.
2,5001,NEC136,2,NEC1362,0.44,25.75,.
2,5358,NEC136,3,NEC1363,0.67,20.2,.
2,4575,NEC138,1,NEC1381,0.89,26,.
2,5038,NEC138,2,NEC1382,0.67,17,.
2,5324,NEC138,3,NEC1383,0.89,25,.
2,4576,NEC139,1,NEC1391,0.78,19,.
